Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Navn,Adresse,Brutto kvm.,Værelser,Faciliteter,Plantegning PDF,Plantegning Billede,Etage,Ejendom,Ejendomskode,Bygnings ID,Lejlighedsnummer,Lejligheds ID
"Dortheavej, stuen, lejlighed 10",dortheavej-stuen-lejlighed-10,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b35ba7dfbc1cb5d5745b,FALSE,FALSE,Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 10</p>","<p>Dortheavej 3, stuen – Lejlighed 10</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,10,DOR-0-10
"Dortheavej, stuen, lejlighed 11",dortheavej-stuen-lejlighed-11,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b35ba7dfbc1cb5d57462,FALSE,FALSE,Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 11</p>","<p>Dortheavej 3, stuen – Lejlighed 11</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,11,DOR-0-11
"Dortheavej, stuen, lejlighed 12",dortheavej-stuen-lejlighed-12,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b35ba7dfbc1cb5d57469,FALSE,FALSE,Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 12</p>","<p>Dortheavej 3, stuen – Lejlighed 12</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,12,DOR-0-12
"Dortheavej, stuen, lejlighed 13",dortheavej-stuen-lejlighed-13,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b35ba7dfbc1cb5d57470,FALSE,FALSE,Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:11 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 13</p>","<p>Dortheavej 3, stuen – Lejlighed 13</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,13,DOR-0-13
"Dortheavej, stuen, lejlighed 14",dortheavej-stuen-lejlighed-14,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b376ae168b32e57df94d,FALSE,FALSE,Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 14</p>","<p>Dortheavej 3, stuen – Lejlighed 14</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,14,DOR-0-14
"Dortheavej, stuen, lejlighed 15",dortheavej-stuen-lejlighed-15,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b376ae168b32e57df954,FALSE,FALSE,Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 15</p>","<p>Dortheavej 3, stuen – Lejlighed 15</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,15,DOR-0-15
"Dortheavej, stuen, lejlighed 16",dortheavej-stuen-lejlighed-16,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b376ae168b32e57df95b,FALSE,FALSE,Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 16</p>","<p>Dortheavej 3, stuen – Lejlighed 16</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,16,DOR-0-16
"Dortheavej, stuen, lejlighed 17",dortheavej-stuen-lejlighed-17,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b376ae168b32e57df962,FALSE,FALSE,Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:04:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 17</p>","<p>Dortheavej 3, stuen – Lejlighed 17</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,17,DOR-0-17
"Dortheavej, stuen, lejlighed 18",dortheavej-stuen-lejlighed-18,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b394e30474631b1075ae,FALSE,FALSE,Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 18</p>","<p>Dortheavej 3, stuen – Lejlighed 18</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,18,DOR-0-18
"Dortheavej, stuen, lejlighed 19",dortheavej-stuen-lejlighed-19,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b394e30474631b1075b5,FALSE,FALSE,Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 19</p>","<p>Dortheavej 3, stuen – Lejlighed 19</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,19,DOR-0-19
"Dortheavej, stuen, lejlighed 2",dortheavej-stuen-lejlighed-2,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b32379fbe0aa37e4bc58,FALSE,FALSE,Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 2</p>","<p>Dortheavej 3, stuen – Lejlighed 2</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,2,DOR-0-02
"Dortheavej, stuen, lejlighed 20",dortheavej-stuen-lejlighed-20,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b394e30474631b1075bc,FALSE,FALSE,Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 20</p>","<p>Dortheavej 3, stuen – Lejlighed 20</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,20,DOR-0-20
"Dortheavej, stuen, lejlighed 21",dortheavej-stuen-lejlighed-21,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b394e30474631b1075c3,FALSE,FALSE,Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:08 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 21</p>","<p>Dortheavej 3, stuen – Lejlighed 21</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,21,DOR-0-21
"Dortheavej, stuen, lejlighed 22",dortheavej-stuen-lejlighed-22,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3b15a00b5e2be0c79a3,FALSE,FALSE,Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 22</p>","<p>Dortheavej 3, stuen – Lejlighed 22</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,22,DOR-0-22
"Dortheavej, stuen, lejlighed 23",dortheavej-stuen-lejlighed-23,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3b15a00b5e2be0c79aa,FALSE,FALSE,Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 23</p>","<p>Dortheavej 3, stuen – Lejlighed 23</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,23,DOR-0-23
"Dortheavej, stuen, lejlighed 24",dortheavej-stuen-lejlighed-24,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3b15a00b5e2be0c79b1,FALSE,FALSE,Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 24</p>","<p>Dortheavej 3, stuen – Lejlighed 24</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,24,DOR-0-24
"Dortheavej, stuen, lejlighed 25",dortheavej-stuen-lejlighed-25,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3b15a00b5e2be0c79b8,FALSE,FALSE,Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:05:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 25</p>","<p>Dortheavej 3, stuen – Lejlighed 25</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,25,DOR-0-25
"Dortheavej, stuen, lejlighed 26",dortheavej-stuen-lejlighed-26,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3d15a00b5e2be0c95e2,FALSE,FALSE,Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 26</p>","<p>Dortheavej 3, stuen – Lejlighed 26</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,26,DOR-0-26
"Dortheavej, stuen, lejlighed 27",dortheavej-stuen-lejlighed-27,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3d15a00b5e2be0c95e9,FALSE,FALSE,Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 27</p>","<p>Dortheavej 3, stuen – Lejlighed 27</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,27,DOR-0-27
"Dortheavej, stuen, lejlighed 28",dortheavej-stuen-lejlighed-28,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3d15a00b5e2be0c95f0,FALSE,FALSE,Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 28</p>","<p>Dortheavej 3, stuen – Lejlighed 28</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,28,DOR-0-28
"Dortheavej, stuen, lejlighed 29",dortheavej-stuen-lejlighed-29,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3d15a00b5e2be0c95f7,FALSE,FALSE,Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:09 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 29</p>","<p>Dortheavej 3, stuen – Lejlighed 29</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,29,DOR-0-29
"Dortheavej, stuen, lejlighed 3",dortheavej-stuen-lejlighed-3,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b32379fbe0aa37e4bc5f,FALSE,FALSE,Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:03:15 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 3</p>","<p>Dortheavej 3, stuen – Lejlighed 3</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,3,DOR-0-03
"Dortheavej, stuen, lejlighed 30",dortheavej-stuen-lejlighed-30,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3eee30474631b10b3ef,FALSE,FALSE,Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 30</p>","<p>Dortheavej 3, stuen – Lejlighed 30</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,30,DOR-0-30
"Dortheavej, stuen, lejlighed 31",dortheavej-stuen-lejlighed-31,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3eee30474631b10b3f6,FALSE,FALSE,Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 31</p>","<p>Dortheavej 3, stuen – Lejlighed 31</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,31,DOR-0-31
"Dortheavej, stuen, lejlighed 32",dortheavej-stuen-lejlighed-32,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3eee30474631b10b3fd,FALSE,FALSE,Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 32</p>","<p>Dortheavej 3, stuen – Lejlighed 32</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,32,DOR-0-32
"Dortheavej, stuen, lejlighed 33",dortheavej-stuen-lejlighed-33,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b3eee30474631b10b404,FALSE,FALSE,Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:06:38 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 33</p>","<p>Dortheavej 3, stuen – Lejlighed 33</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,33,DOR-0-33
"Dortheavej, stuen, lejlighed 34",dortheavej-stuen-lejlighed-34,6865427ac2cbb7812a2dc5d4,6863e02bd692adbeb97dc884,68b1b407a7dfbc1cb5d5b947,FALSE,FALSE,Fri Aug 29 2025 14:07:03 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:07:03 GMT+0000 (Coordinated Universal Time),Fri Aug 29 2025 14:07:03 GMT+0000 (Coordinated Universal Time),"<p id="""">Dortheavej, stuen, lejlighed 34</p>","<p>Dortheavej 3, stuen – Lejlighed 34</p>",<p>37 kvm.</p>,<p>1</p>,"<p id="""">· Adgang til fællesvaskeri</p><p id="""">· Privat depotrum i kælderen</p><p id="""">· Altan (til de boliger med altan)</p><p id="""">· Elevator</p><p id="""">· Internet inkluderet i huslejen</p><p id="""">· HTH-køkken med emhætte, kogeplader og køle/frys</p><p id="""">· Badeværelse med separat bruseniche og gulvvarme</p><p id="""">· 2 Indbyggede garderobeskabe</p>",,,stue,dortheavej,DOR,,34,DOR-0-34
